Foodweb,EcosystemType,Nodes,Edges,Connectance,negative_sampling_mode,negative_needed,role_constrained_pool,full_valid_nonlink_pool,has_sufficient_role_constrained_pool,requires_random_topup,random_topup_needed_if_full_sample,a,eval_all,role_filter,constrained_neg_first_draw,random_topup_first_draw,k_train_first_draw,k_test_first_draw,constraints_manuscript_role_pairs,constraints_internal_role_pairs
Iceland stream IS7 August 2008_tax_mass,streams,59,621,0.181472823,role,1242,2428,2801,true,false,0,2,0,1,1242,0,124,1118,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
FloridaIslandE2_tax_mass,terrestrial aboveground,59,298,0.087083577,hybrid,592,339,3126,false,true,253,2,0,1,339,253,58,534,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
RV1P1_tax_mass,marine,59,445,0.130040912,role,870,1110,2987,true,false,0,2,0,1,870,0,86,784,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
CR1P2_tax_mass,marine,60,487,0.137570621,hybrid,946,937,3067,false,true,9,2,0,1,937,9,94,852,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
L1P1_tax_mass,marine,60,465,0.131355932,role,908,1237,3086,true,false,0,2,0,1,908,0,90,818,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Big hope lake_tax_mass,lakes,61,328,0.089617486,role,644,1620,3338,true,false,0,2,0,1,644,0,64,580,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
CR1P1_tax_mass,marine,63,518,0.132616487,role,1010,1094,3401,true,false,0,2,0,1,1010,0,100,910,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Long Lake_tax_mass,lakes,65,417,0.100240385,role,826,1988,3747,true,false,0,2,0,1,826,0,82,744,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Connera lake_tax_mass,lakes,65,418,0.100480769,role,824,2112,3748,true,false,0,2,0,1,824,0,82,742,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Hoel lake_tax_mass,lakes,72,571,0.111697966,role,1128,2201,4548,true,false,0,2,0,1,1128,0,112,1016,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Bridge brook lake_tax_mass,lakes,75,553,0.09963964,role,1096,2886,5002,true,false,0,2,0,1,1096,0,108,988,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Little Kye Burn_tax_mass,streams,79,371,0.060207725,role,742,3942,5791,true,false,0,2,0,1,742,0,74,668,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Mill Stream_tax_mass,streams,81,1443,0.222685185,role,2870,3070,5045,true,false,0,2,0,1,2870,0,286,2584,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
German Creek_tax_mass,streams,86,353,0.048290014,role,704,4598,6958,true,false,0,2,0,1,704,0,70,634,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Blackrock Stream_tax_mass,streams,87,375,0.050120289,role,750,4876,7107,true,false,0,2,0,1,750,0,74,676,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Sutton Stream_tax_mass,streams,87,423,0.056535686,role,846,5746,7059,true,false,0,2,0,1,846,0,84,762,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW36_tax_mass,terrestrial belowground,89,960,0.122574055,hybrid,1862,1266,6901,false,true,596,2,0,1,1266,596,186,1676,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW09_tax_mass,terrestrial belowground,89,1039,0.132660878,hybrid,2024,938,6820,false,true,1086,2,0,1,938,1086,202,1822,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW10_tax_mass,terrestrial belowground,91,889,0.108547009,hybrid,1722,960,7329,false,true,762,2,0,1,960,762,172,1550,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Ythan Estuary_tax_mass,marine,92,417,0.049808887,role,828,2974,7958,true,false,0,2,0,1,828,0,82,746,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW02_tax_mass,terrestrial belowground,93,730,0.085320243,role,1414,2014,7849,true,false,0,2,0,1,1414,0,140,1274,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Dutch Microfauna food web PlotA_tax_mass,terrestrial belowground,94,844,0.096545413,role,1688,3624,7898,true,false,0,2,0,1,1688,0,168,1520,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Broad Stream_tax_mass,streams,95,565,0.063269877,role,1128,5996,8366,true,false,0,2,0,1,1128,0,112,1016,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Bure Stream_tax_mass,streams,95,1938,0.217021277,role,3854,4066,7003,true,false,0,2,0,1,3854,0,384,3470,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Dutch Microfauna food web PlotB_tax_mass,terrestrial belowground,95,588,0.065845465,role,1174,4008,8343,true,false,0,2,0,1,1174,0,116,1058,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2_tax_mass",terrestrial aboveground,97,776,0.083333333,role,1536,4086,8544,true,false,0,2,0,1,1536,0,152,1384,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Healy Creek_tax_mass,streams,99,634,0.065347351,role,1268,5929,9068,true,false,0,2,0,1,1268,0,126,1142,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Dutch Microfauna food web PlotC_tax_mass,terrestrial belowground,99,901,0.09286745,role,1802,4284,8801,true,false,0,2,0,1,1802,0,180,1622,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Kye Burn_tax_mass,streams,101,629,0.062277228,role,1258,6598,9471,true,false,0,2,0,1,1258,0,124,1134,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW35_tax_mass,terrestrial belowground,101,1184,0.117227723,hybrid,2306,1540,8947,false,true,766,2,0,1,1540,766,230,2076,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Chilean Intertidal El Quisco_tax_mass,marine,101,1347,0.133366337,role,2690,5216,8755,true,false,0,2,0,1,2690,0,268,2422,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW05_tax_mass,terrestrial belowground,101,1239,0.122673267,hybrid,2420,1540,8890,false,true,880,2,0,1,1540,880,242,2178,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Chilean Intertidal Curaumilla_tax_mass,marine,104,1340,0.125093353,role,2676,5479,9374,true,false,0,2,0,1,2676,0,266,2410,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW01_tax_mass,terrestrial belowground,104,1245,0.116224795,hybrid,2436,1685,9494,false,true,751,2,0,1,1685,751,242,2194,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Chilean Intertidal Los Molles_tax_mass,marine,105,1352,0.123809524,role,2700,5344,9570,true,false,0,2,0,1,2700,0,270,2430,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Loddon Stream_tax_mass,streams,105,2552,0.233699634,hybrid,5084,4642,8378,false,true,442,2,0,1,4642,442,508,4576,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Chilean Intertidal Las Cruces_tax_mass,marine,105,1357,0.124267399,role,2710,5344,9565,true,false,0,2,0,1,2710,0,270,2440,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Lyde Stream_tax_mass,streams,110,2041,0.170225188,role,4060,6889,9960,true,false,0,2,0,1,4060,0,406,3654,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Dempsters Stream_tax_mass,streams,110,966,0.080567139,role,1930,6487,11025,true,false,0,2,0,1,1930,0,192,1738,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Canton Creek_tax_mass,streams,110,708,0.059049208,role,1414,7800,11283,true,false,0,2,0,1,1414,0,140,1274,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW18_tax_mass,terrestrial belowground,111,1609,0.131777232,hybrid,3150,770,10635,false,true,2380,2,0,1,770,2380,314,2836,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Stony Stream_tax_mass,streams,113,832,0.06573957,role,1660,8085,11826,true,false,0,2,0,1,1660,0,166,1494,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW30_tax_mass,terrestrial belowground,114,1423,0.110464214,hybrid,2790,1533,11487,false,true,1257,2,0,1,1533,1257,278,2512,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW04_tax_mass,terrestrial belowground,116,1196,0.089655172,hybrid,2340,1669,12170,false,true,671,2,0,1,1669,671,234,2106,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Gearagh_tax_mass,terrestrial belowground,116,377,0.028260870,role,754,8579,12963,true,false,0,2,0,1,754,0,74,680,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW08_tax_mass,terrestrial belowground,118,1897,0.137404027,hybrid,3702,1045,11955,false,true,2657,2,0,1,1045,2657,370,3332,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW48_tax_mass,terrestrial belowground,118,1883,0.136389975,hybrid,3682,1259,11965,false,true,2423,2,0,1,1259,2423,368,3314,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW37_tax_mass,terrestrial belowground,118,2031,0.147109952,hybrid,3964,1039,11824,false,true,2925,2,0,1,1039,2925,396,3568,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW41_tax_mass,terrestrial belowground,118,1757,0.127263509,hybrid,3434,1259,12089,false,true,2175,2,0,1,1259,2175,342,3092,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW04_tax_mass,terrestrial belowground,120,1604,0.11232493,hybrid,3136,1057,12712,false,true,2079,2,0,1,1057,2079,312,2824,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW11_tax_mass,terrestrial belowground,120,1865,0.130602241,hybrid,3666,827,12447,false,true,2839,2,0,1,827,2839,366,3300,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW27_tax_mass,terrestrial belowground,120,1346,0.094257703,hybrid,2636,833,12962,false,true,1803,2,0,1,833,1803,262,2374,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW43_tax_mass,terrestrial belowground,120,1814,0.127030812,hybrid,3546,1281,12507,false,true,2265,2,0,1,1281,2265,354,3192,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW06_tax_mass,terrestrial belowground,120,1745,0.12219888,hybrid,3418,945,12571,false,true,2473,2,0,1,945,2473,340,3078,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW01_tax_mass,terrestrial belowground,121,1841,0.126790634,hybrid,3612,1176,12714,false,true,2436,2,0,1,1176,2436,360,3252,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Test Stream_tax_mass,streams,121,3195,0.220041322,hybrid,6360,5700,11340,false,true,660,2,0,1,5700,660,636,5724,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW03_tax_mass,terrestrial belowground,122,2103,0.142460371,hybrid,4116,726,12704,false,true,3390,2,0,1,726,3390,410,3706,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW03_tax_mass,terrestrial belowground,122,1845,0.124983065,hybrid,3622,956,12951,false,true,2666,2,0,1,956,2666,362,3260,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW03_tax_mass,terrestrial belowground,123,1668,0.111155538,hybrid,3260,2234,13376,false,true,1026,2,0,1,2234,1026,326,2934,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW25_tax_mass,terrestrial belowground,123,1854,0.12355058,hybrid,3628,848,13192,false,true,2780,2,0,1,848,2780,362,3266,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW18_tax_mass,terrestrial belowground,123,1895,0.12628282,hybrid,3716,2694,13148,false,true,1022,2,0,1,2694,1022,370,3346,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW04_tax_mass,terrestrial belowground,125,1838,0.118580645,hybrid,3596,1921,13702,false,true,1675,2,0,1,1921,1675,358,3238,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW02_tax_mass,terrestrial belowground,126,1779,0.112952381,hybrid,3482,1819,14009,false,true,1663,2,0,1,1819,1663,348,3134,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW05_tax_mass,terrestrial belowground,126,1876,0.119111111,hybrid,3678,1111,13911,false,true,2567,2,0,1,1111,2567,366,3312,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl2 _tax_mass",terrestrial aboveground,126,1205,0.076507937,role,2392,7451,14554,true,false,0,2,0,1,2392,0,238,2154,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW06_tax_mass,terrestrial belowground,127,1991,0.124421947,hybrid,3884,2429,14060,false,true,1455,2,0,1,2429,1455,388,3496,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Wensum Stream_tax_mass,streams,127,3504,0.218972628,hybrid,6974,6801,12515,false,true,173,2,0,1,6801,173,696,6278,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 _tax_mass",terrestrial aboveground,128,1261,0.077571358,role,2508,7396,15002,true,false,0,2,0,1,2508,0,250,2258,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW07_tax_mass,terrestrial belowground,129,1958,0.118580426,hybrid,3840,1743,14592,false,true,2097,2,0,1,1743,2097,384,3456,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 _tax_mass",terrestrial aboveground,131,1390,0.081620669,role,2766,7741,15647,true,false,0,2,0,1,2766,0,276,2490,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl1 _tax_mass",terrestrial aboveground,132,1285,0.07431182,role,2548,7151,16018,true,false,0,2,0,1,2548,0,254,2294,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW11_tax_mass,terrestrial belowground,132,1931,0.111670136,hybrid,3784,1785,15400,false,true,1999,2,0,1,1785,1999,378,3406,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW16_tax_mass,terrestrial belowground,132,2275,0.131563729,hybrid,4454,1161,15065,false,true,3293,2,0,1,1161,3293,444,4010,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
SEW07_tax_mass,terrestrial belowground,132,2787,0.161172797,hybrid,5466,1171,14559,false,true,4295,2,0,1,1171,4295,546,4920,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW09_tax_mass,terrestrial belowground,134,2374,0.13320615,hybrid,4656,1183,15494,false,true,3473,2,0,1,1183,3473,464,4192,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW01_tax_mass,terrestrial belowground,134,1573,0.088261699,hybrid,3082,2957,16281,false,true,125,2,0,1,2957,125,308,2774,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2_tax_mass",terrestrial aboveground,136,1301,0.070860566,role,2584,8325,17068,true,false,0,2,0,1,2584,0,258,2326,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW08_tax_mass,terrestrial belowground,136,2305,0.125544662,hybrid,4522,1197,16099,false,true,3325,2,0,1,1197,3325,452,4070,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW22_tax_mass,terrestrial belowground,137,2138,0.114748819,hybrid,4184,1210,16540,false,true,2974,2,0,1,1210,2974,418,3766,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1_tax_mass",terrestrial aboveground,139,1558,0.081221979,role,3098,8769,17633,true,false,0,2,0,1,3098,0,308,2790,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW17_tax_mass,terrestrial belowground,139,2110,0.109998957,hybrid,4130,1228,17117,false,true,2902,2,0,1,1228,2902,412,3718,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW06_tax_mass,terrestrial belowground,142,2346,0.117171112,hybrid,4606,1121,17719,false,true,3485,2,0,1,1121,3485,460,4146,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW12_tax_mass,terrestrial belowground,143,2516,0.123904265,hybrid,4938,1129,17837,false,true,3809,2,0,1,1129,3809,492,4446,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW13_tax_mass,terrestrial belowground,144,2154,0.10460373,hybrid,4230,3177,18477,false,true,1053,2,0,1,3177,1053,422,3808,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW17_tax_mass,terrestrial belowground,145,2864,0.137164751,hybrid,5636,1830,18062,false,true,3806,2,0,1,1830,3806,562,5074,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW21_tax_mass,terrestrial belowground,146,1999,0.094426075,hybrid,3916,1843,19212,false,true,2073,2,0,1,1843,2073,390,3526,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW47_tax_mass,terrestrial belowground,148,3073,0.141248391,hybrid,6044,1449,18734,false,true,4595,2,0,1,1449,4595,604,5440,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
AEW02_tax_mass,terrestrial belowground,153,3345,0.143833849,hybrid,6584,1058,19964,false,true,5526,2,0,1,1058,5526,658,5926,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
